Year,RM,Crop,Yield
1989,278,Fall Rye,20.0
1990,278,Fall Rye,30.0
1991,278,Fall Rye,25.0
1992,278,Fall Rye,27.0
1993,278,Fall Rye,20.0
1994,278,Fall Rye,35.0
1995,278,Fall Rye,25.0
1996,278,Fall Rye,25.0
1997,278,Fall Rye,20.0
2002,278,Fall Rye,10.0
1942,279,Fall Rye,10.0
1944,279,Fall Rye,9.0
1945,279,Fall Rye,12.0
1946,279,Fall Rye,12.0
1947,279,Fall Rye,9.0
1948,279,Fall Rye,11.0
1949,279,Fall Rye,10.0
1950,279,Fall Rye,9.0
1951,279,Fall Rye,20.0
1952,279,Fall Rye,25.0
1956,279,Fall Rye,20.0
1958,279,Fall Rye,12.0
1968,279,Fall Rye,15.0
1969,279,Fall Rye,20.0
1970,279,Fall Rye,21.0
1971,279,Fall Rye,19.0
1972,279,Fall Rye,12.0
1973,279,Fall Rye,23.0
1974,279,Fall Rye,15.0
1975,279,Fall Rye,25.0
1976,279,Fall Rye,30.0
1977,279,Fall Rye,20.0
1978,279,Fall Rye,28.0
1979,279,Fall Rye,16.0
1980,279,Fall Rye,10.0
1981,279,Fall Rye,30.0
1982,279,Fall Rye,36.0
1983,279,Fall Rye,30.4
1984,279,Fall Rye,21.3
1985,279,Fall Rye,22.0
1986,279,Fall Rye,25.0
1987,279,Fall Rye,15.0
1988,279,Fall Rye,7.3
1989,279,Fall Rye,25.0
1990,279,Fall Rye,25.0
1991,279,Fall Rye,25.0
1992,279,Fall Rye,23.5
1993,279,Fall Rye,20.0
1994,279,Fall Rye,25.0
1995,279,Fall Rye,24.2
1997,279,Fall Rye,25.2
1999,279,Fall Rye,23.5
2011,279,Fall Rye,55.0
2013,279,Fall Rye,60.0
1942,280,Fall Rye,16.0
1943,280,Fall Rye,20.0
1944,280,Fall Rye,15.0
1945,280,Fall Rye,15.0
1946,280,Fall Rye,10.0
1947,280,Fall Rye,8.0
1948,280,Fall Rye,8.0
1949,280,Fall Rye,9.0
1950,280,Fall Rye,9.0
1951,280,Fall Rye,15.0
1952,280,Fall Rye,19.0
1953,280,Fall Rye,17.0
1954,280,Fall Rye,9.0
1955,280,Fall Rye,15.0
1956,280,Fall Rye,12.0
1957,280,Fall Rye,10.0
1958,280,Fall Rye,10.0
1959,280,Fall Rye,12.0
1960,280,Fall Rye,15.0
1961,280,Fall Rye,6.0
1962,280,Fall Rye,19.0
1963,280,Fall Rye,23.0
1964,280,Fall Rye,15.0
1965,280,Fall Rye,24.0
1966,280,Fall Rye,23.0
1967,280,Fall Rye,17.0
1968,280,Fall Rye,21.0
1969,280,Fall Rye,18.0
1970,280,Fall Rye,20.0
1971,280,Fall Rye,20.0
1972,280,Fall Rye,15.0
1973,280,Fall Rye,20.0
1974,280,Fall Rye,20.0
1975,280,Fall Rye,19.0
1976,280,Fall Rye,25.0
1977,280,Fall Rye,25.0
1978,280,Fall Rye,25.0
1979,280,Fall Rye,15.0
1980,280,Fall Rye,10.0
1981,280,Fall Rye,21.0
1982,280,Fall Rye,27.0
1983,280,Fall Rye,29.0
1984,280,Fall Rye,20.2
1985,280,Fall Rye,25.0
1986,280,Fall Rye,22.5
1987,280,Fall Rye,24.0
1988,280,Fall Rye,5.0
1989,280,Fall Rye,22.7
1990,280,Fall Rye,27.0
1992,280,Fall Rye,55.0
1993,280,Fall Rye,35.0
1994,280,Fall Rye,45.0
1995,280,Fall Rye,35.0
1996,280,Fall Rye,35.0
1997,280,Fall Rye,30.0
1998,280,Fall Rye,25.0
2001,280,Fall Rye,14.5
2003,280,Fall Rye,30.0
2004,280,Fall Rye,30.0
2005,280,Fall Rye,33.0
2008,280,Fall Rye,40.0
2016,280,Fall Rye,92.0
2025,280,Fall Rye,79.6
1942,281,Fall Rye,5.0
1947,281,Fall Rye,12.0
1948,281,Fall Rye,10.0
1949,281,Fall Rye,3.0
1951,281,Fall Rye,18.0
1952,281,Fall Rye,20.0
1954,281,Fall Rye,20.0
1955,281,Fall Rye,22.0
1957,281,Fall Rye,10.0
1960,281,Fall Rye,20.0
1961,281,Fall Rye,5.0
1962,281,Fall Rye,18.0
1963,281,Fall Rye,20.0
1964,281,Fall Rye,15.0
1965,281,Fall Rye,25.0
1966,281,Fall Rye,34.0
1967,281,Fall Rye,20.0
1968,281,Fall Rye,23.0
1969,281,Fall Rye,22.0
1970,281,Fall Rye,24.0
1971,281,Fall Rye,19.0
1973,281,Fall Rye,15.0
1976,281,Fall Rye,25.0
1977,281,Fall Rye,20.0
1978,281,Fall Rye,22.0
1979,281,Fall Rye,14.0
1980,281,Fall Rye,16.0
1981,281,Fall Rye,22.0
1982,281,Fall Rye,28.0
1983,281,Fall Rye,28.0
1984,281,Fall Rye,18.0
1985,281,Fall Rye,20.0
1986,281,Fall Rye,25.0
1987,281,Fall Rye,30.0
1988,281,Fall Rye,7.0
1989,281,Fall Rye,20.0
1990,281,Fall Rye,25.0
1991,281,Fall Rye,27.5
1992,281,Fall Rye,20.0
1995,281,Fall Rye,20.0
1996,281,Fall Rye,20.0
2011,281,Fall Rye,50.0
2015,281,Fall Rye,25.35
1944,282,Fall Rye,20.0
1948,282,Fall Rye,11.0
1954,282,Fall Rye,20.0
1955,282,Fall Rye,20.0
1963,282,Fall Rye,29.0
1964,282,Fall Rye,13.0
1965,282,Fall Rye,20.0
1966,282,Fall Rye,25.0
1968,282,Fall Rye,19.0
1969,282,Fall Rye,22.0
1970,282,Fall Rye,25.0
1971,282,Fall Rye,21.0
1973,282,Fall Rye,30.0
1974,282,Fall Rye,10.0
1976,282,Fall Rye,25.0
1977,282,Fall Rye,20.0
1978,282,Fall Rye,25.0
1981,282,Fall Rye,20.0
1982,282,Fall Rye,40.0
1983,282,Fall Rye,36.3
1984,282,Fall Rye,18.5
1985,282,Fall Rye,21.0
1986,282,Fall Rye,30.0
1987,282,Fall Rye,25.0
1988,282,Fall Rye,10.0
1989,282,Fall Rye,20.0
1990,282,Fall Rye,28.0
1992,282,Fall Rye,16.3
1998,282,Fall Rye,20.0
2001,282,Fall Rye,15.0
2010,282,Fall Rye,20.0
2011,282,Fall Rye,22.5
2015,282,Fall Rye,28.51
1947,283,Fall Rye,3.0
1948,283,Fall Rye,6.0
1950,283,Fall Rye,10.0
1951,283,Fall Rye,15.0
1952,283,Fall Rye,14.0
1955,283,Fall Rye,16.0
1959,283,Fall Rye,10.0
1963,283,Fall Rye,25.0
1964,283,Fall Rye,10.0
1965,283,Fall Rye,13.0
1966,283,Fall Rye,22.0
1967,283,Fall Rye,14.0
1968,283,Fall Rye,25.0
1969,283,Fall Rye,18.0
1970,283,Fall Rye,22.0
1971,283,Fall Rye,21.0
1972,283,Fall Rye,16.0
1973,283,Fall Rye,20.0
1974,283,Fall Rye,21.0
1975,283,Fall Rye,15.0
1976,283,Fall Rye,30.0
1977,283,Fall Rye,30.0
1978,283,Fall Rye,24.0
1979,283,Fall Rye,18.0
1980,283,Fall Rye,12.0
1981,283,Fall Rye,20.0
1982,283,Fall Rye,36.0
1983,283,Fall Rye,33.4
1984,283,Fall Rye,19.1
1985,283,Fall Rye,24.0
1986,283,Fall Rye,32.5
1987,283,Fall Rye,20.6
1988,283,Fall Rye,10.0
1989,283,Fall Rye,20.0
1990,283,Fall Rye,35.4
1991,283,Fall Rye,20.0
1992,283,Fall Rye,16.3
1993,283,Fall Rye,35.0
1994,283,Fall Rye,37.4
1995,283,Fall Rye,20.7
1996,283,Fall Rye,21.9
1997,283,Fall Rye,19.0
1998,283,Fall Rye,15.0
1999,283,Fall Rye,25.0
2000,283,Fall Rye,20.0
2001,283,Fall Rye,10.0
2003,283,Fall Rye,15.0
2004,283,Fall Rye,20.0
2005,283,Fall Rye,32.5
2006,283,Fall Rye,18.0
2007,283,Fall Rye,25.0
2008,283,Fall Rye,22.6
2009,283,Fall Rye,25.0
2010,283,Fall Rye,18.0
2011,283,Fall Rye,30.0
2024,283,Fall Rye,58.7
1942,284,Fall Rye,13.0
1943,284,Fall Rye,8.0
1944,284,Fall Rye,13.0
1946,284,Fall Rye,5.0
1947,284,Fall Rye,7.0
1948,284,Fall Rye,3.0
1949,284,Fall Rye,5.0
1950,284,Fall Rye,8.0
1951,284,Fall Rye,14.0
1952,284,Fall Rye,17.0
1953,284,Fall Rye,18.0
1954,284,Fall Rye,13.0
1955,284,Fall Rye,20.0
1956,284,Fall Rye,12.0
1957,284,Fall Rye,10.0
1958,284,Fall Rye,8.0
1959,284,Fall Rye,9.0
1960,284,Fall Rye,15.0
1961,284,Fall Rye,7.0
1962,284,Fall Rye,8.0
1963,284,Fall Rye,21.0
1964,284,Fall Rye,12.0
1965,284,Fall Rye,19.0
1966,284,Fall Rye,25.0
1967,284,Fall Rye,11.0
1968,284,Fall Rye,18.0
1969,284,Fall Rye,14.0
1970,284,Fall Rye,20.0
1971,284,Fall Rye,20.0
1972,284,Fall Rye,17.0
1973,284,Fall Rye,20.0
1974,284,Fall Rye,20.0
1975,284,Fall Rye,25.0
1976,284,Fall Rye,23.0
1977,284,Fall Rye,23.0
1978,284,Fall Rye,19.0
1979,284,Fall Rye,19.0
1980,284,Fall Rye,15.0
1981,284,Fall Rye,21.0
1982,284,Fall Rye,29.0
1983,284,Fall Rye,26.2
1984,284,Fall Rye,18.5
1985,284,Fall Rye,18.1
1986,284,Fall Rye,23.6
1987,284,Fall Rye,20.0
1988,284,Fall Rye,7.2
1989,284,Fall Rye,20.0
1990,284,Fall Rye,34.0
1991,284,Fall Rye,27.5
1992,284,Fall Rye,12.5
1993,284,Fall Rye,15.0
1994,284,Fall Rye,35.0
1995,284,Fall Rye,20.0
1996,284,Fall Rye,30.0
1997,284,Fall Rye,20.0
1998,284,Fall Rye,25.0
1999,284,Fall Rye,33.5
2000,284,Fall Rye,20.0
2001,284,Fall Rye,10.0
2002,284,Fall Rye,10.0
2003,284,Fall Rye,16.5
2004,284,Fall Rye,27.0
2005,284,Fall Rye,27.0
2006,284,Fall Rye,24.0
2007,284,Fall Rye,25.0
2008,284,Fall Rye,20.0
2009,284,Fall Rye,15.0
2010,284,Fall Rye,27.0
2011,284,Fall Rye,30.6
2012,284,Fall Rye,30.0
2013,284,Fall Rye,26.1
2015,284,Fall Rye,55.0
2016,284,Fall Rye,39.6
2017,284,Fall Rye,50.0
1942,285,Fall Rye,14.0
1943,285,Fall Rye,7.0
1944,285,Fall Rye,12.0
1945,285,Fall Rye,5.0
1946,285,Fall Rye,10.0
1947,285,Fall Rye,10.0
1948,285,Fall Rye,6.0
1949,285,Fall Rye,5.0
1950,285,Fall Rye,12.0
1951,285,Fall Rye,11.0
1952,285,Fall Rye,17.0
1953,285,Fall Rye,18.0
1954,285,Fall Rye,12.0
1955,285,Fall Rye,14.0
1957,285,Fall Rye,9.0
1958,285,Fall Rye,9.0
1959,285,Fall Rye,9.0
1960,285,Fall Rye,22.0
1961,285,Fall Rye,7.0
1962,285,Fall Rye,7.0
1963,285,Fall Rye,18.0
1964,285,Fall Rye,8.0
1965,285,Fall Rye,18.0
1966,285,Fall Rye,27.0
1967,285,Fall Rye,9.0
1968,285,Fall Rye,26.0
1969,285,Fall Rye,13.0
1970,285,Fall Rye,19.0
1971,285,Fall Rye,20.0
1972,285,Fall Rye,18.0
1973,285,Fall Rye,18.0
1974,285,Fall Rye,23.0
1975,285,Fall Rye,22.0
1976,285,Fall Rye,18.0
1977,285,Fall Rye,29.0
1978,285,Fall Rye,21.0
1979,285,Fall Rye,19.0
1980,285,Fall Rye,12.0
1981,285,Fall Rye,18.0
1982,285,Fall Rye,34.0
1983,285,Fall Rye,28.0
1984,285,Fall Rye,24.1
1985,285,Fall Rye,22.6
1986,285,Fall Rye,25.8
1987,285,Fall Rye,20.8
1988,285,Fall Rye,5.0
1989,285,Fall Rye,19.3
1990,285,Fall Rye,34.3
1991,285,Fall Rye,30.0
1992,285,Fall Rye,28.0
1993,285,Fall Rye,35.0
1994,285,Fall Rye,35.0
1995,285,Fall Rye,25.0
1996,285,Fall Rye,30.0
1997,285,Fall Rye,25.0
1998,285,Fall Rye,15.0
1999,285,Fall Rye,35.0
2000,285,Fall Rye,25.0
2001,285,Fall Rye,15.0
2002,285,Fall Rye,5.0
2003,285,Fall Rye,15.0
2004,285,Fall Rye,25.0
2005,285,Fall Rye,35.0
2006,285,Fall Rye,35.0
2007,285,Fall Rye,35.0
2008,285,Fall Rye,35.0
2009,285,Fall Rye,30.0
2010,285,Fall Rye,35.0
2011,285,Fall Rye,35.0
2012,285,Fall Rye,35.0
2013,285,Fall Rye,38.0
2014,285,Fall Rye,35.0
2015,285,Fall Rye,34.0
2016,285,Fall Rye,40.0
2017,285,Fall Rye,30.0
2018,285,Fall Rye,25.0
2019,285,Fall Rye,30.0
2020,285,Fall Rye,35.0
2021,285,Fall Rye,20.0
2022,285,Fall Rye,20.0
2023,285,Fall Rye,18.0
2024,285,Fall Rye,40.0
2025,285,Fall Rye,40.0
1942,286,Fall Rye,23.0
1943,286,Fall Rye,16.0
1944,286,Fall Rye,19.0
1945,286,Fall Rye,12.0
1946,286,Fall Rye,15.0
1947,286,Fall Rye,12.0
1948,286,Fall Rye,5.0
1949,286,Fall Rye,7.0
1950,286,Fall Rye,8.0
1951,286,Fall Rye,10.0
1952,286,Fall Rye,21.0
1953,286,Fall Rye,21.0
1954,286,Fall Rye,19.0
1955,286,Fall Rye,15.0
1956,286,Fall Rye,8.0
1957,286,Fall Rye,16.0
1958,286,Fall Rye,9.0
1959,286,Fall Rye,17.0
1960,286,Fall Rye,19.0
1961,286,Fall Rye,8.0
1962,286,Fall Rye,15.0
1963,286,Fall Rye,17.0
1964,286,Fall Rye,9.0
1965,286,Fall Rye,25.0
1966,286,Fall Rye,22.0
1968,286,Fall Rye,14.0
1969,286,Fall Rye,7.0
1970,286,Fall Rye,19.0
1971,286,Fall Rye,18.0
1972,286,Fall Rye,16.0
1973,286,Fall Rye,18.0
1974,286,Fall Rye,16.0
1975,286,Fall Rye,20.0
1976,286,Fall Rye,23.0
1977,286,Fall Rye,21.0
1978,286,Fall Rye,23.0
1979,286,Fall Rye,19.0
1980,286,Fall Rye,11.0
1981,286,Fall Rye,18.0
1982,286,Fall Rye,37.0
1983,286,Fall Rye,32.2
1984,286,Fall Rye,23.3
1985,286,Fall Rye,18.5
1986,286,Fall Rye,25.7
1987,286,Fall Rye,35.3
1988,286,Fall Rye,5.0
1989,286,Fall Rye,20.5
1990,286,Fall Rye,30.0
1991,286,Fall Rye,30.0
1992,286,Fall Rye,25.0
1993,286,Fall Rye,25.0
1994,286,Fall Rye,27.5
1995,286,Fall Rye,25.0
1996,286,Fall Rye,25.0
1997,286,Fall Rye,30.0
1998,286,Fall Rye,25.0
1999,286,Fall Rye,35.0
2000,286,Fall Rye,50.0
2001,286,Fall Rye,15.0
1942,287,Fall Rye,15.0
1943,287,Fall Rye,5.0
1946,287,Fall Rye,8.0
1947,287,Fall Rye,12.0
1948,287,Fall Rye,8.0
1949,287,Fall Rye,4.0
1950,287,Fall Rye,8.0
1951,287,Fall Rye,9.0
1952,287,Fall Rye,18.0
1953,287,Fall Rye,22.0
1954,287,Fall Rye,12.0
1955,287,Fall Rye,15.0
1956,287,Fall Rye,15.0
1957,287,Fall Rye,15.0
1958,287,Fall Rye,16.0
1959,287,Fall Rye,18.0
1960,287,Fall Rye,16.0
1961,287,Fall Rye,8.0
1962,287,Fall Rye,10.0
1963,287,Fall Rye,18.0
1964,287,Fall Rye,15.0
1965,287,Fall Rye,22.0
1966,287,Fall Rye,20.0
1969,287,Fall Rye,13.0
1970,287,Fall Rye,21.0
1971,287,Fall Rye,20.0
1972,287,Fall Rye,15.0
1973,287,Fall Rye,16.0
1974,287,Fall Rye,14.0
1975,287,Fall Rye,22.0
1976,287,Fall Rye,20.0
1977,287,Fall Rye,20.0
1978,287,Fall Rye,22.0
1979,287,Fall Rye,20.0
1980,287,Fall Rye,12.0
1981,287,Fall Rye,18.0
1982,287,Fall Rye,30.0
1983,287,Fall Rye,30.0
1984,287,Fall Rye,20.0
1985,287,Fall Rye,14.0
1986,287,Fall Rye,25.0
1987,287,Fall Rye,24.0
1988,287,Fall Rye,7.0
1989,287,Fall Rye,19.0
1990,287,Fall Rye,25.0
1991,287,Fall Rye,25.0
1992,287,Fall Rye,25.0
1993,287,Fall Rye,30.0
1942,288,Fall Rye,15.0
1943,288,Fall Rye,4.0
1947,288,Fall Rye,5.0
1948,288,Fall Rye,10.0
1949,288,Fall Rye,4.0
1950,288,Fall Rye,15.0
1951,288,Fall Rye,15.0
1952,288,Fall Rye,27.0
1953,288,Fall Rye,18.0
1954,288,Fall Rye,15.0
1955,288,Fall Rye,22.0
1956,288,Fall Rye,11.0
1957,288,Fall Rye,14.0
1958,288,Fall Rye,10.0
1959,288,Fall Rye,16.0
1960,288,Fall Rye,20.0
1961,288,Fall Rye,8.0
1963,288,Fall Rye,26.0
1964,288,Fall Rye,10.0
1965,288,Fall Rye,23.0
1966,288,Fall Rye,21.0
1967,288,Fall Rye,16.0
1968,288,Fall Rye,13.0
1969,288,Fall Rye,15.0
1970,288,Fall Rye,24.0
1971,288,Fall Rye,23.0
1972,288,Fall Rye,14.0
1973,288,Fall Rye,15.0
1974,288,Fall Rye,25.0
1975,288,Fall Rye,23.0
1976,288,Fall Rye,20.0
1977,288,Fall Rye,18.0
1978,288,Fall Rye,25.0
1979,288,Fall Rye,20.0
1980,288,Fall Rye,16.0
1981,288,Fall Rye,24.0
1982,288,Fall Rye,28.0
1983,288,Fall Rye,35.6
1984,288,Fall Rye,24.0
1985,288,Fall Rye,15.0
1986,288,Fall Rye,26.7
1987,288,Fall Rye,20.0
1988,288,Fall Rye,5.0
1989,288,Fall Rye,20.0
1990,288,Fall Rye,24.0
1992,288,Fall Rye,35.0
1994,288,Fall Rye,35.0
1995,288,Fall Rye,20.0
1996,288,Fall Rye,30.5
1998,288,Fall Rye,11.4
1999,288,Fall Rye,23.0
2000,288,Fall Rye,25.0
2001,288,Fall Rye,10.0
2003,288,Fall Rye,20.0
2004,288,Fall Rye,20.0
2005,288,Fall Rye,23.7
2006,288,Fall Rye,35.0
2007,288,Fall Rye,18.0
2008,288,Fall Rye,20.0
2009,288,Fall Rye,20.0
2013,288,Fall Rye,26.8
2014,288,Fall Rye,30.0
2015,288,Fall Rye,42.25
2017,288,Fall Rye,25.0
2018,288,Fall Rye,20.0
2019,288,Fall Rye,20.0
2020,288,Fall Rye,30.0
2021,288,Fall Rye,8.0
2022,288,Fall Rye,10.0
2023,288,Fall Rye,10.0
2024,288,Fall Rye,30.0
1942,290,Fall Rye,20.0
1945,290,Fall Rye,9.0
1946,290,Fall Rye,13.0
1947,290,Fall Rye,7.0
1948,290,Fall Rye,7.0
1949,290,Fall Rye,7.0
1950,290,Fall Rye,11.0
1951,290,Fall Rye,13.0
1952,290,Fall Rye,22.0
1953,290,Fall Rye,21.0
1954,290,Fall Rye,13.0
1955,290,Fall Rye,21.0
1956,290,Fall Rye,11.0
1957,290,Fall Rye,14.0
1958,290,Fall Rye,12.0
1959,290,Fall Rye,15.0
1960,290,Fall Rye,12.0
1961,290,Fall Rye,8.0
1962,290,Fall Rye,19.0
1963,290,Fall Rye,24.0
1964,290,Fall Rye,13.0
1965,290,Fall Rye,18.0
1966,290,Fall Rye,38.0
1967,290,Fall Rye,17.0
1968,290,Fall Rye,18.0
1969,290,Fall Rye,15.0
1970,290,Fall Rye,28.0
1971,290,Fall Rye,22.0
1972,290,Fall Rye,17.0
1973,290,Fall Rye,22.0
1974,290,Fall Rye,23.0
1975,290,Fall Rye,23.0
1976,290,Fall Rye,18.0
1977,290,Fall Rye,18.0
1978,290,Fall Rye,26.0
1979,290,Fall Rye,24.0
1980,290,Fall Rye,14.0
1981,290,Fall Rye,26.0
1982,290,Fall Rye,30.0
1983,290,Fall Rye,27.1
1984,290,Fall Rye,26.1
1985,290,Fall Rye,21.7
1986,290,Fall Rye,27.5
1987,290,Fall Rye,15.0
1988,290,Fall Rye,11.0
1989,290,Fall Rye,20.2
1990,290,Fall Rye,15.0
1991,290,Fall Rye,20.0
1992,290,Fall Rye,25.0
1993,290,Fall Rye,40.1
1994,290,Fall Rye,40.0
1998,290,Fall Rye,18.8
2005,290,Fall Rye,40.0
1942,292,Fall Rye,18.0
1943,292,Fall Rye,4.0
1944,292,Fall Rye,5.0
1945,292,Fall Rye,11.0
1946,292,Fall Rye,10.0
1947,292,Fall Rye,6.0
1948,292,Fall Rye,10.0
1949,292,Fall Rye,7.0
1950,292,Fall Rye,8.0
1951,292,Fall Rye,11.0
1952,292,Fall Rye,16.0
1953,292,Fall Rye,15.0
1954,292,Fall Rye,14.0
1955,292,Fall Rye,14.0
1956,292,Fall Rye,11.0
1957,292,Fall Rye,10.0
1958,292,Fall Rye,9.0
1959,292,Fall Rye,11.0
1960,292,Fall Rye,7.0
1961,292,Fall Rye,5.0
1962,292,Fall Rye,10.0
1963,292,Fall Rye,15.0
1964,292,Fall Rye,11.0
1965,292,Fall Rye,15.0
1966,292,Fall Rye,24.0
1967,292,Fall Rye,18.0
1968,292,Fall Rye,16.0
1969,292,Fall Rye,11.0
1970,292,Fall Rye,21.0
1971,292,Fall Rye,17.0
1972,292,Fall Rye,14.0
1973,292,Fall Rye,18.0
1974,292,Fall Rye,17.0
1975,292,Fall Rye,17.0
1976,292,Fall Rye,20.0
1977,292,Fall Rye,14.0
1978,292,Fall Rye,20.0
1979,292,Fall Rye,16.0
1980,292,Fall Rye,18.0
1981,292,Fall Rye,24.0
1982,292,Fall Rye,22.0
1983,292,Fall Rye,21.3
1984,292,Fall Rye,23.1
1985,292,Fall Rye,13.3
1986,292,Fall Rye,25.3
1987,292,Fall Rye,10.0
1988,292,Fall Rye,11.0
1989,292,Fall Rye,19.0
1990,292,Fall Rye,6.0
1992,292,Fall Rye,37.5
1994,292,Fall Rye,40.0
1997,292,Fall Rye,40.0
1942,301,Fall Rye,35.0
1943,301,Fall Rye,20.0
1944,301,Fall Rye,20.0
1945,301,Fall Rye,27.0
1946,301,Fall Rye,20.0
1947,301,Fall Rye,25.0
1948,301,Fall Rye,16.0
1949,301,Fall Rye,18.0
1950,301,Fall Rye,10.0
1951,301,Fall Rye,20.0
1952,301,Fall Rye,18.0
1953,301,Fall Rye,20.0
1954,301,Fall Rye,15.0
1955,301,Fall Rye,15.0
1956,301,Fall Rye,20.0
1957,301,Fall Rye,15.0
1958,301,Fall Rye,15.0
1959,301,Fall Rye,25.0
1960,301,Fall Rye,20.0
1961,301,Fall Rye,6.0
1962,301,Fall Rye,18.0
1963,301,Fall Rye,15.0
1964,301,Fall Rye,20.0
1965,301,Fall Rye,20.0
1966,301,Fall Rye,24.0
1967,301,Fall Rye,14.0
1968,301,Fall Rye,25.0
1969,301,Fall Rye,19.0
1970,301,Fall Rye,19.0
1971,301,Fall Rye,20.0
1972,301,Fall Rye,16.0
1973,301,Fall Rye,23.0
1974,301,Fall Rye,14.0
1975,301,Fall Rye,15.0
1976,301,Fall Rye,25.0
1977,301,Fall Rye,23.0
1978,301,Fall Rye,25.0
1979,301,Fall Rye,18.0
1980,301,Fall Rye,22.0
1981,301,Fall Rye,35.0
1982,301,Fall Rye,28.0
1983,301,Fall Rye,25.0
1984,301,Fall Rye,26.3
1985,301,Fall Rye,28.3
1986,301,Fall Rye,20.3
1987,301,Fall Rye,25.0
1988,301,Fall Rye,22.0
1989,301,Fall Rye,25.0
1990,301,Fall Rye,30.0
1991,301,Fall Rye,20.0
1992,301,Fall Rye,25.0
1993,301,Fall Rye,21.0
1995,301,Fall Rye,24.0
1996,301,Fall Rye,15.0
1998,301,Fall Rye,20.0
2003,301,Fall Rye,35.0
2010,301,Fall Rye,25.7
1942,303,Fall Rye,20.0
1946,303,Fall Rye,12.0
1947,303,Fall Rye,12.0
1948,303,Fall Rye,19.0
1954,303,Fall Rye,25.0
1955,303,Fall Rye,20.0
1969,303,Fall Rye,15.0
1970,303,Fall Rye,20.0
1971,303,Fall Rye,19.0
1972,303,Fall Rye,14.0
1973,303,Fall Rye,16.0
1974,303,Fall Rye,25.0
1975,303,Fall Rye,19.0
1976,303,Fall Rye,25.0
1977,303,Fall Rye,25.0
1978,303,Fall Rye,24.0
1979,303,Fall Rye,14.0
1980,303,Fall Rye,18.0
1981,303,Fall Rye,32.0
1982,303,Fall Rye,22.0
1983,303,Fall Rye,27.9
1984,303,Fall Rye,27.1
1985,303,Fall Rye,23.9
1986,303,Fall Rye,21.6
1987,303,Fall Rye,25.0
1988,303,Fall Rye,20.0
1989,303,Fall Rye,22.5
1990,303,Fall Rye,25.0
1991,303,Fall Rye,25.0
1992,303,Fall Rye,25.0
1993,303,Fall Rye,25.0
1994,303,Fall Rye,20.0
1995,303,Fall Rye,20.0
1997,303,Fall Rye,12.5
1998,303,Fall Rye,23.1
1999,303,Fall Rye,25.0
2000,303,Fall Rye,27.5
2001,303,Fall Rye,21.0
2002,303,Fall Rye,21.4
2004,303,Fall Rye,20.0
2005,303,Fall Rye,30.0
2010,303,Fall Rye,20.4
2011,303,Fall Rye,27.7
2013,303,Fall Rye,23.0
2015,303,Fall Rye,35.91
2016,303,Fall Rye,90.0
1942,304,Fall Rye,19.0
1943,304,Fall Rye,18.0
1944,304,Fall Rye,16.0
1945,304,Fall Rye,13.0
1946,304,Fall Rye,18.0
1947,304,Fall Rye,18.0
1948,304,Fall Rye,21.0
1949,304,Fall Rye,13.0
1950,304,Fall Rye,16.0
1951,304,Fall Rye,18.0
1952,304,Fall Rye,19.0
1953,304,Fall Rye,16.0
1954,304,Fall Rye,15.0
1955,304,Fall Rye,12.0
1956,304,Fall Rye,13.0
1957,304,Fall Rye,10.0
1958,304,Fall Rye,10.0
1959,304,Fall Rye,14.0
1960,304,Fall Rye,13.0
1961,304,Fall Rye,5.0
1962,304,Fall Rye,14.0
1963,304,Fall Rye,15.0
1964,304,Fall Rye,12.0
1965,304,Fall Rye,11.0
1966,304,Fall Rye,13.0
1967,304,Fall Rye,10.0
1968,304,Fall Rye,17.0
1969,304,Fall Rye,16.0
1970,304,Fall Rye,17.0
1971,304,Fall Rye,19.0
1972,304,Fall Rye,15.0
1973,304,Fall Rye,20.0
1974,304,Fall Rye,16.0
1975,304,Fall Rye,14.0
1976,304,Fall Rye,26.0
1977,304,Fall Rye,22.0
1978,304,Fall Rye,27.0
1979,304,Fall Rye,12.0
1980,304,Fall Rye,23.0
1981,304,Fall Rye,33.0
1982,304,Fall Rye,31.0
1983,304,Fall Rye,25.8
1984,304,Fall Rye,31.7
1985,304,Fall Rye,34.4
1986,304,Fall Rye,47.5
1987,304,Fall Rye,40.0
1988,304,Fall Rye,24.0
1989,304,Fall Rye,24.0
1990,304,Fall Rye,25.0
1992,304,Fall Rye,20.0
1993,304,Fall Rye,30.0
2004,304,Fall Rye,34.5
2013,304,Fall Rye,35.9
2015,304,Fall Rye,33.03
1942,305,Fall Rye,20.0
1947,305,Fall Rye,23.0
1948,305,Fall Rye,16.0
1949,305,Fall Rye,22.0
1950,305,Fall Rye,25.0
1951,305,Fall Rye,14.0
1952,305,Fall Rye,20.0
1953,305,Fall Rye,13.0
1954,305,Fall Rye,13.0
1955,305,Fall Rye,17.0
1956,305,Fall Rye,18.0
1957,305,Fall Rye,13.0
1958,305,Fall Rye,15.0
1959,305,Fall Rye,13.0
1960,305,Fall Rye,10.0
1965,305,Fall Rye,15.0
1968,305,Fall Rye,18.0
1969,305,Fall Rye,20.0
1976,305,Fall Rye,28.0
1977,305,Fall Rye,22.0
1980,305,Fall Rye,20.0
1981,305,Fall Rye,38.0
1982,305,Fall Rye,28.0
1983,305,Fall Rye,37.5
1984,305,Fall Rye,31.7
1985,305,Fall Rye,28.3
1986,305,Fall Rye,31.7
1987,305,Fall Rye,40.0
